Accuracy,BrierScoreBinary,BrierScoreProba,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0.78125,0.21875,0.24436584278826542,"              precision    recall  f1-score   support

           0       0.86      0.88      0.87       109
           1       0.24      0.21      0.22        19

    accuracy                           0.78       128
   macro avg       0.55      0.55      0.55       128
weighted avg       0.77      0.78      0.78       128
",0.5474747474747474,0.78125,0.7761679292929293,0.5500794912559619,0.78125,0.7714129570747218,0.5456301303718011,0.78125,0.78125
0.7890625,0.2109375,0.2438638117987882,"              precision    recall  f1-score   support

           0       0.87      0.88      0.88       109
           1       0.28      0.26      0.27        19

    accuracy                           0.79       128
   macro avg       0.58      0.57      0.57       128
weighted avg       0.78      0.79      0.79       128
",0.5734912995186968,0.7890625,0.7866935857089967,0.5752525252525252,0.7890625,0.784414457070707,0.5719459198454853,0.7890625,0.7890625
0.6796875,0.3203125,0.2483229818587031,"              precision    recall  f1-score   support

           0       0.86      0.74      0.80       109
           1       0.18      0.32      0.23        19

    accuracy                           0.68       128
   macro avg       0.52      0.53      0.51       128
weighted avg       0.76      0.68      0.71       128
",0.5122223254949344,0.6796875,0.7131805349010131,0.5190863579474343,0.6796875,0.7599880710262829,0.5294543698696281,0.6796875,0.6796875
0.4921875,0.5078125,0.24201984902233886,"              precision    recall  f1-score   support

           0       0.89      0.46      0.61       109
           1       0.18      0.68      0.29        19

    accuracy                           0.49       128
   macro avg       0.54      0.57      0.45       128
weighted avg       0.79      0.49      0.56       128
",0.4458874458874459,0.4921875,0.5585091991341992,0.5367063492063492,0.4921875,0.7871248759920636,0.5714630613230324,0.4921875,0.4921875
0.78125,0.21875,0.24710305677956534,"              precision    recall  f1-score   support

           0       0.86      0.88      0.87       109
           1       0.24      0.21      0.22        19

    accuracy                           0.78       128
   macro avg       0.55      0.55      0.55       128
weighted avg       0.77      0.78      0.78       128
",0.5474747474747474,0.78125,0.7761679292929293,0.5500794912559619,0.78125,0.7714129570747218,0.5456301303718011,0.78125,0.78125
0.265625,0.734375,0.2506174243000716,"              precision    recall  f1-score   support

           0       0.89      0.16      0.27       109
           1       0.16      0.89      0.27        19

    accuracy                           0.27       128
   macro avg       0.53      0.53      0.27       128
weighted avg       0.79      0.27      0.27       128
",0.265625,0.265625,0.265625,0.5253500724287784,0.265625,0.7850751448575567,0.5253500724287784,0.265625,0.265625
0.8203125,0.1796875,0.23828657342345308,"              precision    recall  f1-score   support

           0       0.87      0.93      0.90       109
           1       0.33      0.21      0.26        19

    accuracy                           0.82       128
   macro avg       0.60      0.57      0.58       128
weighted avg       0.79      0.82      0.80       128
",0.5779211469534051,0.8203125,0.8028203405017922,0.6020114942528736,0.8203125,0.7909258261494253,0.5685659101883148,0.8203125,0.8203125
0.8188976377952756,0.18110236220472442,0.24480785657946807,"              precision    recall  f1-score   support

           0       0.86      0.94      0.90       109
           1       0.22      0.11      0.15        18

    accuracy                           0.82       127
   macro avg       0.54      0.52      0.52       127
weighted avg       0.77      0.82      0.79       127
",0.5234132811225323,0.8188976377952756,0.7923040456947288,0.5433145009416196,0.8188976377952756,0.7733884959295343,0.5234454638124363,0.8188976377952756,0.8188976377952756
0.8582677165354331,0.14173228346456693,0.22655606177154575,"              precision    recall  f1-score   support

           0       0.86      1.00      0.92       109
           1       0.00      0.00      0.00        18

    accuracy                           0.86       127
   macro avg       0.43      0.50      0.46       127
weighted avg       0.74      0.86      0.79       127
",0.461864406779661,0.8582677165354331,0.7928066195115441,0.42913385826771655,0.8582677165354331,0.7366234732469465,0.5,0.8582677165354331,0.8582677165354331
0.84251968503937,0.15748031496062992,0.2416271384980643,"              precision    recall  f1-score   support

           0       0.86      0.97      0.91       109
           1       0.25      0.06      0.09        18

    accuracy                           0.84       127
   macro avg       0.56      0.51      0.50       127
weighted avg       0.78      0.84      0.80       127
",0.5023510971786834,0.84251968503937,0.7971638733246119,0.5558943089430894,0.84251968503937,0.7750784200755394,0.5140163098878695,0.84251968503937,0.84251968503937
