Accuracy,BrierScoreBinary,BrierScoreProba,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0.9166666666666666,0.08333333333333333,0.1403416039806393,"              precision    recall  f1-score   support

           0       0.88      0.96      0.92        78
           1       0.96      0.87      0.91        78

    accuracy                           0.92       156
   macro avg       0.92      0.92      0.92       156
weighted avg       0.92      0.92      0.92       156
",0.9164985383126775,0.9166666666666666,0.9164985383126776,0.920049710024855,0.9166666666666666,0.9200497100248551,0.9166666666666667,0.9166666666666666,0.9166666666666666
0.9038461538461539,0.09615384615384616,0.15334097153671625,"              precision    recall  f1-score   support

           0       0.88      0.94      0.91        78
           1       0.93      0.87      0.90        78

    accuracy                           0.90       156
   macro avg       0.91      0.90      0.90       156
weighted avg       0.91      0.90      0.90       156
",0.9037472748961375,0.9038461538461539,0.9037472748961375,0.9055124608021126,0.9038461538461539,0.9055124608021123,0.9038461538461539,0.9038461538461539,0.9038461538461539
0.9294871794871795,0.07051282051282051,0.14728675779646488,"              precision    recall  f1-score   support

           0       0.91      0.95      0.93        78
           1       0.95      0.91      0.93        78

    accuracy                           0.93       156
   macro avg       0.93      0.93      0.93       156
weighted avg       0.93      0.93      0.93       156
",0.9294610926131459,0.9294871794871795,0.929461092613146,0.9301234567901234,0.9294871794871795,0.9301234567901235,0.9294871794871795,0.9294871794871795,0.9294871794871795
0.8636363636363636,0.13636363636363635,0.16386850032242933,"              precision    recall  f1-score   support

           0       0.94      0.78      0.85        77
           1       0.81      0.95      0.87        77

    accuracy                           0.86       154
   macro avg       0.87      0.86      0.86       154
weighted avg       0.87      0.86      0.86       154
",0.862657663396611,0.8636363636363636,0.8626576633966111,0.8743055555555556,0.8636363636363636,0.8743055555555556,0.8636363636363636,0.8636363636363636,0.8636363636363636
0.8896103896103896,0.11038961038961038,0.15360904147841337,"              precision    recall  f1-score   support

           0       0.88      0.91      0.89        77
           1       0.91      0.87      0.89        77

    accuracy                           0.89       154
   macro avg       0.89      0.89      0.89       154
weighted avg       0.89      0.89      0.89       154
",0.8895684818829881,0.8896103896103895,0.8895684818829881,0.8902027027027026,0.8896103896103896,0.8902027027027025,0.8896103896103895,0.8896103896103896,0.8896103896103896
0.9285714285714286,0.07142857142857142,0.15026214777996716,"              precision    recall  f1-score   support

           0       0.90      0.96      0.93        77
           1       0.96      0.90      0.93        77

    accuracy                           0.93       154
   macro avg       0.93      0.93      0.93       154
weighted avg       0.93      0.93      0.93       154
",0.9284960533535942,0.9285714285714286,0.9284960533535941,0.9303861788617886,0.9285714285714286,0.9303861788617886,0.9285714285714286,0.9285714285714286,0.9285714285714286
0.8896103896103896,0.11038961038961038,0.14749082390199147,"              precision    recall  f1-score   support

           0       0.93      0.84      0.88        77
           1       0.86      0.94      0.89        77

    accuracy                           0.89       154
   macro avg       0.89      0.89      0.89       154
weighted avg       0.89      0.89      0.89       154
",0.8893818396923987,0.8896103896103895,0.8893818396923986,0.8928571428571428,0.8896103896103896,0.8928571428571429,0.8896103896103895,0.8896103896103896,0.8896103896103896
0.8701298701298701,0.12987012987012986,0.15767428297001337,"              precision    recall  f1-score   support

           0       0.90      0.83      0.86        77
           1       0.84      0.91      0.88        77

    accuracy                           0.87       154
   macro avg       0.87      0.87      0.87       154
weighted avg       0.87      0.87      0.87       154
",0.8699324324324326,0.8701298701298701,0.8699324324324327,0.8723909723400645,0.8701298701298701,0.8723909723400646,0.8701298701298701,0.8701298701298701,0.8701298701298701
0.8831168831168831,0.11688311688311688,0.15963639844438943,"              precision    recall  f1-score   support

           0       0.89      0.87      0.88        77
           1       0.87      0.90      0.88        77

    accuracy                           0.88       154
   macro avg       0.88      0.88      0.88       154
weighted avg       0.88      0.88      0.88       154
",0.8830971659919028,0.8831168831168831,0.8830971659919028,0.8833755274261603,0.8831168831168831,0.8833755274261603,0.8831168831168831,0.8831168831168831,0.8831168831168831
0.9025974025974026,0.09740259740259741,0.14222355069685783,"              precision    recall  f1-score   support

           0       0.93      0.87      0.90        77
           1       0.88      0.94      0.91        77

    accuracy                           0.90       154
   macro avg       0.90      0.90      0.90       154
weighted avg       0.90      0.90      0.90       154
",0.9024946182094467,0.9025974025974026,0.9024946182094467,0.9043021680216803,0.9025974025974026,0.9043021680216803,0.9025974025974026,0.9025974025974026,0.9025974025974026
