Accuracy,BrierScoreBinary,BrierScoreProba,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0.9224806201550387,0.07751937984496124,0.16028491971504827,"              precision    recall  f1-score   support

           0       0.96      0.95      0.96       116
           1       0.60      0.69      0.64        13

    accuracy                           0.92       129
   macro avg       0.78      0.82      0.80       129
weighted avg       0.93      0.92      0.92       129
",0.7996894409937888,0.9224806201550387,0.9249121286532813,0.7824561403508772,0.9224806201550387,0.9281381748946008,0.8202917771883289,0.9224806201550387,0.9224806201550387
0.9224806201550387,0.07751937984496124,0.1549901388332856,"              precision    recall  f1-score   support

           0       0.94      0.97      0.96       116
           1       0.67      0.46      0.55        13

    accuracy                           0.92       129
   macro avg       0.80      0.72      0.75       129
weighted avg       0.91      0.92      0.92       129
",0.7515408320493067,0.9224806201550387,0.916090347702488,0.8041666666666667,0.9224806201550387,0.9139534883720931,0.7178381962864722,0.9224806201550387,0.9224806201550387
0.8604651162790697,0.13953488372093023,0.15236209649351426,"              precision    recall  f1-score   support

           0       0.98      0.86      0.92       116
           1       0.41      0.85      0.55        13

    accuracy                           0.86       129
   macro avg       0.69      0.85      0.73       129
weighted avg       0.92      0.86      0.88       129
",0.7337155963302753,0.8604651162790697,0.8804032430125881,0.6938997821350762,0.8604651162790697,0.9226495076928273,0.8541114058355437,0.8604651162790697,0.8604651162790697
0.8671875,0.1328125,0.17998899312657085,"              precision    recall  f1-score   support

           0       0.95      0.91      0.93       116
           1       0.35      0.50      0.41        12

    accuracy                           0.87       128
   macro avg       0.65      0.70      0.67       128
weighted avg       0.89      0.87      0.88       128
",0.6694516178034331,0.8671875,0.8771741607169985,0.6494435612082671,0.8671875,0.8903517488076311,0.7025862068965517,0.8671875,0.8671875
0.9212598425196851,0.07874015748031496,0.15368561005137468,"              precision    recall  f1-score   support

           0       0.97      0.94      0.96       115
           1       0.56      0.75      0.64        12

    accuracy                           0.92       127
   macro avg       0.77      0.84      0.80       127
weighted avg       0.93      0.92      0.93       127
",0.7993046776232617,0.9212598425196851,0.9261873239296414,0.7677364864864865,0.9212598425196851,0.9341881251330071,0.8445652173913043,0.9212598425196851,0.9212598425196851
0.8661417322834646,0.13385826771653545,0.1504384887161951,"              precision    recall  f1-score   support

           0       0.98      0.87      0.92       115
           1       0.40      0.83      0.54        12

    accuracy                           0.87       127
   macro avg       0.69      0.85      0.73       127
weighted avg       0.93      0.87      0.89       127
",0.7310997633578279,0.8661417322834646,0.8856477944616121,0.6901960784313725,0.8661417322834646,0.9255519530646903,0.8514492753623188,0.8661417322834646,0.8661417322834646
0.937007874015748,0.06299212598425197,0.14001828475304298,"              precision    recall  f1-score   support

           0       0.98      0.95      0.96       115
           1       0.62      0.83      0.71        12

    accuracy                           0.94       127
   macro avg       0.80      0.89      0.84       127
weighted avg       0.95      0.94      0.94       127
",0.8394437420986094,0.9370078740157481,0.9409498591437132,0.803490990990991,0.937007874015748,0.9482514010073065,0.8905797101449275,0.937007874015748,0.937007874015748
0.9133858267716536,0.08661417322834646,0.1389287845444792,"              precision    recall  f1-score   support

           0       0.96      0.95      0.95       115
           1       0.54      0.58      0.56        12

    accuracy                           0.91       127
   macro avg       0.75      0.77      0.76       127
weighted avg       0.92      0.91      0.91       127
",0.7559825327510916,0.9133858267716536,0.9149289963208748,0.7473009446693657,0.9133858267716536,0.9166746363182335,0.7655797101449275,0.9133858267716536,0.9133858267716536
0.9291338582677166,0.07086614173228346,0.141316905954724,"              precision    recall  f1-score   support

           0       0.98      0.94      0.96       115
           1       0.59      0.83      0.69        12

    accuracy                           0.93       127
   macro avg       0.79      0.89      0.82       127
weighted avg       0.94      0.93      0.93       127
",0.8248275862068966,0.9291338582677164,0.9344556068422482,0.7850267379679144,0.9291338582677166,0.9446292475472652,0.886231884057971,0.9291338582677166,0.9291338582677166
0.9212598425196851,0.07874015748031496,0.15970733963365855,"              precision    recall  f1-score   support

           0       0.96      0.95      0.96       115
           1       0.57      0.67      0.62        12

    accuracy                           0.92       127
   macro avg       0.77      0.81      0.79       127
weighted avg       0.93      0.92      0.92       127
",0.7857624831309041,0.9212598425196851,0.9239429585471857,0.7680151706700379,0.9212598425196851,0.9274515464328021,0.8072463768115942,0.9212598425196851,0.9212598425196851
