Accuracy,BrierScoreBinary,BrierScoreProba,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0.9285714285714286,0.07142857142857142,0.16052087054547515,"              precision    recall  f1-score   support

           0       0.94      0.92      0.93        63
           1       0.92      0.94      0.93        63

    accuracy                           0.93       126
   macro avg       0.93      0.93      0.93       126
weighted avg       0.93      0.93      0.93       126
",0.9285669291338583,0.9285714285714286,0.9285669291338582,0.928679435483871,0.9285714285714286,0.928679435483871,0.9285714285714286,0.9285714285714286,0.9285714285714286
0.9365079365079365,0.06349206349206349,0.1714211557787083,"              precision    recall  f1-score   support

           0       0.92      0.95      0.94        63
           1       0.95      0.92      0.94        63

    accuracy                           0.94       126
   macro avg       0.94      0.94      0.94       126
weighted avg       0.94      0.94      0.94       126
",0.9364919354838709,0.9365079365079365,0.9364919354838709,0.9369482976040353,0.9365079365079365,0.9369482976040353,0.9365079365079365,0.9365079365079365,0.9365079365079365
0.9126984126984127,0.0873015873015873,0.16368285240968072,"              precision    recall  f1-score   support

           0       0.88      0.95      0.92        63
           1       0.95      0.87      0.91        63

    accuracy                           0.91       126
   macro avg       0.92      0.91      0.91       126
weighted avg       0.92      0.91      0.91       126
",0.912560721721027,0.9126984126984127,0.9125607217210271,0.915314401622718,0.9126984126984127,0.915314401622718,0.9126984126984127,0.9126984126984127,0.9126984126984127
0.9285714285714286,0.07142857142857142,0.162580589897082,"              precision    recall  f1-score   support

           0       0.92      0.94      0.93        63
           1       0.94      0.92      0.93        63

    accuracy                           0.93       126
   macro avg       0.93      0.93      0.93       126
weighted avg       0.93      0.93      0.93       126
",0.9285669291338583,0.9285714285714286,0.9285669291338582,0.928679435483871,0.9285714285714286,0.928679435483871,0.9285714285714286,0.9285714285714286,0.9285714285714286
0.9126984126984127,0.0873015873015873,0.1671065822837295,"              precision    recall  f1-score   support

           0       0.93      0.89      0.91        63
           1       0.89      0.94      0.91        63

    accuracy                           0.91       126
   macro avg       0.91      0.91      0.91       126
weighted avg       0.91      0.91      0.91       126
",0.9126488939307997,0.9126984126984127,0.9126488939307997,0.9136363636363636,0.9126984126984127,0.9136363636363637,0.9126984126984127,0.9126984126984127,0.9126984126984127
0.8650793650793651,0.1349206349206349,0.17318864492238667,"              precision    recall  f1-score   support

           0       0.96      0.76      0.85        63
           1       0.80      0.97      0.88        63

    accuracy                           0.87       126
   macro avg       0.88      0.87      0.86       126
weighted avg       0.88      0.87      0.86       126
",0.8636276819252562,0.8650793650793651,0.8636276819252562,0.8813157894736843,0.8650793650793651,0.8813157894736842,0.8650793650793651,0.8650793650793651,0.8650793650793651
0.9047619047619048,0.09523809523809523,0.1727430549498558,"              precision    recall  f1-score   support

           0       0.92      0.89      0.90        63
           1       0.89      0.92      0.91        63

    accuracy                           0.90       126
   macro avg       0.91      0.90      0.90       126
weighted avg       0.91      0.90      0.90       126
",0.9047379032258064,0.9047619047619048,0.9047379032258064,0.9051702395964691,0.9047619047619048,0.9051702395964691,0.9047619047619047,0.9047619047619048,0.9047619047619048
0.9206349206349206,0.07936507936507936,0.1599451230976669,"              precision    recall  f1-score   support

           0       0.95      0.89      0.92        63
           1       0.90      0.95      0.92        63

    accuracy                           0.92       126
   macro avg       0.92      0.92      0.92       126
weighted avg       0.92      0.92      0.92       126
",0.9205548549810845,0.9206349206349206,0.9205548549810844,0.9223374652162915,0.9206349206349206,0.9223374652162916,0.9206349206349206,0.9206349206349206,0.9206349206349206
0.8709677419354839,0.12903225806451613,0.16761629285846397,"              precision    recall  f1-score   support

           0       0.90      0.84      0.87        62
           1       0.85      0.90      0.88        62

    accuracy                           0.87       124
   macro avg       0.87      0.87      0.87       124
weighted avg       0.87      0.87      0.87       124
",0.8708333333333333,0.8709677419354839,0.8708333333333332,0.8725182863113898,0.8709677419354839,0.8725182863113898,0.8709677419354839,0.8709677419354839,0.8709677419354839
0.9032258064516129,0.0967741935483871,0.17101388956422497,"              precision    recall  f1-score   support

           0       0.90      0.90      0.90        62
           1       0.90      0.90      0.90        62

    accuracy                           0.90       124
   macro avg       0.90      0.90      0.90       124
weighted avg       0.90      0.90      0.90       124
",0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.9032258064516129
