Accuracy,BrierScoreBinary,BrierScoreProba,ClassificationReport,F1-Macro,F1-Micro,F1-Weighted,Precision-Macro,Precision-Micro,Precision-Weighted,Recall-Macro,Recall-Micro,Recall-Weighted
0.8767123287671232,0.1232876712328767,0.16394172576005708,"              precision    recall  f1-score   support

           0       0.86      0.90      0.88        73
           1       0.90      0.85      0.87        73

    accuracy                           0.88       146
   macro avg       0.88      0.88      0.88       146
weighted avg       0.88      0.88      0.88       146
",0.8766197183098592,0.8767123287671232,0.8766197183098592,0.8778467908902692,0.8767123287671232,0.8778467908902692,0.8767123287671232,0.8767123287671232,0.8767123287671232
0.863013698630137,0.136986301369863,0.1601741532258967,"              precision    recall  f1-score   support

           0       0.86      0.86      0.86        73
           1       0.86      0.86      0.86        73

    accuracy                           0.86       146
   macro avg       0.86      0.86      0.86       146
weighted avg       0.86      0.86      0.86       146
",0.863013698630137,0.863013698630137,0.863013698630137,0.863013698630137,0.863013698630137,0.863013698630137,0.863013698630137,0.863013698630137,0.863013698630137
0.9246575342465754,0.07534246575342465,0.13081284004782004,"              precision    recall  f1-score   support

           0       0.94      0.90      0.92        73
           1       0.91      0.95      0.93        73

    accuracy                           0.92       146
   macro avg       0.93      0.92      0.92       146
weighted avg       0.93      0.92      0.92       146
",0.9246257098606092,0.9246575342465754,0.9246257098606093,0.9253759398496241,0.9246575342465754,0.9253759398496241,0.9246575342465753,0.9246575342465754,0.9246575342465754
0.8767123287671232,0.1232876712328767,0.1528828227229741,"              precision    recall  f1-score   support

           0       0.85      0.92      0.88        73
           1       0.91      0.84      0.87        73

    accuracy                           0.88       146
   macro avg       0.88      0.88      0.88       146
weighted avg       0.88      0.88      0.88       146
",0.8765037593984961,0.8767123287671232,0.8765037593984961,0.8792745135084072,0.8767123287671232,0.8792745135084074,0.8767123287671232,0.8767123287671232,0.8767123287671232
0.8972602739726028,0.10273972602739725,0.16716067227508785,"              precision    recall  f1-score   support

           0       0.86      0.95      0.90        73
           1       0.94      0.85      0.89        73

    accuracy                           0.90       146
   macro avg       0.90      0.90      0.90       146
weighted avg       0.90      0.90      0.90       146
",0.8970235576244887,0.8972602739726028,0.8970235576244888,0.9009469696969697,0.8972602739726028,0.9009469696969699,0.8972602739726028,0.8972602739726028,0.8972602739726028
0.8767123287671232,0.1232876712328767,0.1611603800610933,"              precision    recall  f1-score   support

           0       0.90      0.85      0.87        73
           1       0.86      0.90      0.88        73

    accuracy                           0.88       146
   macro avg       0.88      0.88      0.88       146
weighted avg       0.88      0.88      0.88       146
",0.8766197183098592,0.8767123287671232,0.8766197183098592,0.8778467908902692,0.8767123287671232,0.8778467908902692,0.8767123287671232,0.8767123287671232,0.8767123287671232
0.8698630136986302,0.13013698630136986,0.14717681568542537,"              precision    recall  f1-score   support

           0       0.86      0.88      0.87        73
           1       0.88      0.86      0.87        73

    accuracy                           0.87       146
   macro avg       0.87      0.87      0.87       146
weighted avg       0.87      0.87      0.87       146
",0.8698569082805536,0.8698630136986303,0.8698569082805536,0.8699324324324325,0.8698630136986302,0.8699324324324323,0.8698630136986301,0.8698630136986302,0.8698630136986302
0.8972602739726028,0.10273972602739725,0.1510538017154116,"              precision    recall  f1-score   support

           0       0.85      0.96      0.90        73
           1       0.95      0.84      0.89        73

    accuracy                           0.90       146
   macro avg       0.90      0.90      0.90       146
weighted avg       0.90      0.90      0.90       146
",0.8968683776783611,0.8972602739726028,0.896868377678361,0.9033917682926829,0.8972602739726028,0.9033917682926829,0.8972602739726028,0.8972602739726028,0.8972602739726028
0.8767123287671232,0.1232876712328767,0.16190633286768905,"              precision    recall  f1-score   support

           0       0.91      0.84      0.87        73
           1       0.85      0.92      0.88        73

    accuracy                           0.88       146
   macro avg       0.88      0.88      0.88       146
weighted avg       0.88      0.88      0.88       146
",0.8765037593984961,0.8767123287671232,0.8765037593984961,0.8792745135084072,0.8767123287671232,0.8792745135084074,0.8767123287671232,0.8767123287671232,0.8767123287671232
0.8835616438356164,0.11643835616438356,0.160449417882133,"              precision    recall  f1-score   support

           0       0.91      0.85      0.88        73
           1       0.86      0.92      0.89        73

    accuracy                           0.88       146
   macro avg       0.89      0.88      0.88       146
weighted avg       0.89      0.88      0.88       146
",0.8834249213282608,0.8835616438356163,0.8834249213282606,0.8853695324283559,0.8835616438356164,0.8853695324283559,0.8835616438356164,0.8835616438356164,0.8835616438356164
